Amount (RUB),Checks count
691,332622
692,331939
693,332090
694,331664
695,331711
696,331458
697,330945
698,331013
699,330558
700,22346471
701,330619
702,330433
703,330646
704,330092
705,329873
706,329421
707,329563
708,328840
709,328613
710,329147
711,328521
712,328978
713,328868
714,327809
715,328150
716,327962
717,327213
718,327192
719,327162
720,326591
721,326699
722,327015
723,326372
724,326607
725,326775
726,325773
727,325811
728,325436
729,325432
730,325182
731,324518
732,324055
733,324733
734,324210
735,324320
736,323761
737,324535
738,322856
739,324122
740,323539
741,323687
742,323376
743,322794
744,322262
745,322775
746,322115
747,322209
748,321943
749,320929
750,321409
751,320838
752,321429
753,320822
754,320894
755,320564
756,320607
757,320362
758,319685
759,319561
760,319765
761,319861
762,319278
763,319239
764,318742
765,318337
766,318769
767,318799
768,317735
769,317700
770,318081
771,317097
772,317349
773,317215
774,317350
775,317219
776,316577
777,316040
778,315845
779,315969
780,315460
781,315396
782,315475
783,315356
784,315389
785,315024
786,314659
787,314379
788,313919
789,314078
790,313961
791,313974
792,313616
793,313390
794,313037
795,313064
796,312932
797,312725
798,312643
799,312708
800,21083811
801,312163
802,311159
803,311582
804,310929
805,311438
806,310856
807,310775
808,310606
809,310132
810,310395
811,310329
812,309433
813,309215
814,309403
815,309384
816,308962
817,308597
818,308601
819,308709
820,308298
821,307143
822,307607
823,307902
824,307667
825,307281
826,306514
827,306707
828,306741
829,306257
830,306185
831,305734
832,305346
833,304886
834,305583
835,304768
836,304683
837,304252
838,304558
839,304836
840,304608
841,303568
842,303587
843,303806
844,303326
845,302760
846,302777
847,303089
848,302544
849,301958
850,302081
851,301751
852,301467
853,301602
854,301523
855,301088
856,300556
857,300882
858,300778
859,300234
860,299930
861,300368
862,299743
863,299735
864,299328
865,298827
866,299429
867,298293
868,298750
869,298196
870,297581
871,297960
872,297989
873,297605
874,297225
875,296777
876,296490
877,296982
878,296879
879,296123
880,295858
881,295616
882,295438
883,295133
884,294939
885,295613
886,294774
887,295094
888,294384
889,294733
890,294243
891,293433
892,293985
893,294090
894,293962
895,293147
896,292860
897,292423
898,293000
899,292594
900,19736714
901,292375
902,291887
903,291129
904,291647
905,291490
906,290651
907,290863
908,290392
909,290781
910,289665
911,289799
912,289406
913,289249
914,289339
915,289234
916,289383
917,288978
918,288082
919,287649
920,288233
921,288028
922,288354
923,287612
924,286606
925,287372
926,286764
927,286379
928,286034
929,286305
930,285815
931,285802
932,285306
933,285268
934,285347
935,284955
936,284451
937,284899
938,285167
939,284278
940,283985
941,283506
942,283428
943,283716
944,283054
945,283199
946,282520
947,282698
948,282603
949,281910
950,282626
951,281773
952,281440
953,281375
954,281618
955,281047
956,280419
957,280553
958,279669
959,280031
960,279606
961,279923
962,279750
963,279348
964,278827
965,278808
966,278914
967,278042
968,278587
969,277565
970,277890
971,277951
972,277426
973,277316
974,277394
975,276694
976,277250
977,276064
978,275706
979,275925
980,275487
981,275760
982,274821
983,274888
984,275055
985,275095
986,275044
987,274545
988,273857
989,273653
990,273786
991,274147
992,273486
993,272853
994,273035
995,272673
996,272555
997,272821
998,272118
999,272287
1000,18362007
1001,271783
1002,271775
1003,271060
1004,271546
1005,270641
1006,270804
1007,270358
1008,270218
1009,270835
1010,269331
1011,269640
1012,269728
1013,268724
1014,268592
1015,268929
1016,268710
1017,268001
1018,268345
1019,268295
1020,267642
1021,267753
1022,267234
1023,267368
1024,266829
1025,266793
1026,266895
1027,266281
1028,266244
1029,265853
1030,265487
1031,265509
1032,264821
1033,265522
1034,264617
1035,264299
1036,264656
1037,264689
1038,264156
1039,263923
1040,263169
1041,263686
1042,262754
1043,263082
1044,262728
1045,262902
1046,262524
1047,262076
1048,262097
1049,261807
1050,261454
1051,261608
1052,260983
1053,260864
1054,261340
1055,260550
1056,260439
1057,259974
1058,259658
1059,259964
1060,259690
1061,259164
1062,259053
1063,258283
1064,258682
1065,258627
1066,258505
1067,258039
1068,258208
1069,257983
1070,257386
1071,257424
1072,257021
1073,257282
1074,257055
1075,256589
1076,256589
1077,256437
1078,256126
1079,255939
1080,255313
1081,255342
1082,254484
1083,255003
1084,254732
1085,255099
1086,254460
1087,254481
1088,254021
1089,253701
1090,253889
1091,253438
1092,253685
1093,252885
1094,252643
1095,253120
1096,252730
1097,252084
1098,252571
1099,251813
1100,16997266
1101,251381
1102,251201
1103,251042
1104,250629
1105,251109
1106,250209
1107,249808
1108,250332
1109,249964
1110,250088
1111,249369
1112,249049
1113,249393
1114,248525
1115,248226
1116,248658
1117,248221
1118,248322
1119,247911
1120,247337
1121,247365
1122,247493
1123,246873
1124,247313
1125,246810
1126,246388
1127,246266
1128,246226
1129,245574
1130,245742
1131,245262
1132,244976
1133,244841
1134,244268
1135,244937
1136,244546
1137,243627
1138,243937
1139,243967
1140,243607
1141,243707
1142,243655
1143,243092
1144,243501
1145,242802
1146,242346
1147,241835
1148,242048
1149,242323
1150,241713
1151,241495
1152,241365
1153,240741
1154,240984
1155,241190
1156,240370
1157,240043
1158,240516
1159,240131
1160,239966
1161,239329
1162,239533
1163,239887
1164,239134
1165,238428
1166,238953
1167,238441
1168,237887
1169,238327
1170,238317
1171,237135
1172,236667
1173,237086
1174,237011
1175,237368
1176,236690
1177,236807
1178,236093
1179,235952
1180,235914
1181,235958
1182,235722
1183,235507
1184,235385
1185,234990
1186,234174
1187,235191
1188,234443
1189,234401
1190,234025
1191,234451
1192,233832
1193,233393
1194,233124
1195,233099
1196,233156
1197,232895
1198,232360
1199,232597
1200,15669644
1201,232394
1202,231779
1203,231518
1204,230928
1205,230753
1206,230514
1207,230741
1208,230460
1209,230194
1210,230172
1211,230301
1212,229906
1213,229452
1214,229186
1215,228868
1216,229073
1217,229123
1218,228824
1219,228507
1220,228431
1221,228242
1222,227801
1223,227511
1224,227928
1225,227279
1226,227436
1227,226573
1228,226452
1229,226596
1230,226748
1231,226300
1232,225607
1233,225856
1234,225548
1235,225378
1236,225076
1237,224809
1238,224412
1239,224999
1240,224267
1241,224634
1242,224424
1243,223833
1244,223674
1245,223819
1246,223188
1247,222932
1248,222829
1249,222988
1250,222541
1251,222929
1252,222558
1253,221613
1254,221908
1255,222113
1256,221551
1257,221599
1258,221051
1259,220877
1260,220135
1261,220574
1262,219971
1263,220300
1264,219795
1265,219872
1266,218991
1267,219362
1268,218697
1269,218838
1270,218465
1271,218338
1272,218143
1273,218289
1274,218194
1275,217601
1276,217115
1277,217517
1278,217677
1279,216980
1280,217206
1281,216709
1282,216548
1283,216463
1284,215973
1285,216072
1286,215868
1287,215770
1288,215700
1289,215204
1290,214986
1291,215349
1292,214958
1293,214731
1294,214362
1295,214242
1296,213983
1297,213679
1298,213789
1299,213929
1300,14394989
1301,212946
1302,213075
1303,212966
1304,212527
1305,212390
1306,212241
1307,211876
1308,211753
1309,211414
1310,211160
1311,211060
1312,211218
1313,211157
1314,210761
1315,210583
1316,210255
1317,209976
1318,210123
1319,209555
1320,209496
1321,209026
1322,208963
1323,208366
1324,208898
1325,208432
1326,208084
1327,208952
1328,208314
1329,207347
1330,207801
1331,207383
1332,207113
1333,206983
1334,206832
1335,206701
1336,206631
1337,206762
1338,206144
1339,206241
1340,206271
1341,205981
1342,205760
1343,204981
1344,205642
1345,205000
1346,204831
1347,204794
1348,204503
1349,204490
1350,203609
1351,204015
1352,203575
1353,203635
1354,203944
1355,203237
1356,203471
1357,202938
1358,202680
1359,202914
1360,202246
1361,202038
1362,202302
1363,202318
1364,201557
1365,201920
1366,201246
1367,200770
1368,200898
1369,200636
1370,200678
1371,200390
1372,199792
1373,199932
1374,199544
1375,199480
1376,199528
1377,199330
1378,199065
1379,198888
1380,198718
1381,198544
1382,198481
1383,198070
1384,198006
1385,198689
1386,197281
1387,198179
1388,197639
1389,197634
1390,196650
1391,196778
1392,196672
1393,196662
1394,196189
1395,196008
1396,195669
1397,196216
1398,195804
1399,195486
1400,13185191
1401,195057
1402,194924
1403,195036
1404,194533
1405,195155
1406,194584
1407,194155
1408,193888
1409,194330
1410,193549
1411,193549
1412,193248
1413,193639
1414,193086
1415,192857
1416,192414
1417,192522
1418,192193
1419,192007
1420,192097
1421,191721
1422,191846
1423,191293
1424,191634
1425,191340
1426,190582
1427,190665
1428,190296
1429,190261
1430,190198
1431,189827
1432,189701
1433,189653
1434,189724
1435,189678
1436,189099
1437,188791
1438,188831
1439,188575
1440,188448
1441,188370
1442,188208
1443,187885
1444,187452
1445,187731
1446,187565
1447,187252
1448,187448
1449,186661
1450,186627
1451,186010
1452,186429
1453,185874
1454,186417
1455,186005
1456,186335
1457,185816
1458,185754
1459,185516
1460,185179
1461,184425
1462,184359
1463,184632
1464,184479
1465,183825
1466,183761
1467,184311
1468,184138
1469,184070
1470,183582
1471,183397
1472,183351
1473,183274
1474,182900
1475,182559
1476,182518
1477,182075
1478,182131
1479,182166
1480,181509
1481,181814
1482,181314
1483,181579
1484,180775
1485,180923
1486,180659
1487,180678
1488,180828
1489,180500
1490,180491
1491,179779
1492,179824
1493,179562
1494,179701
1495,179907
1496,179668
1497,179255
1498,178456
1499,178680
1500,12046686
1501,178429
1502,177979
1503,177959
1504,177865
1505,178112
1506,177722
1507,177380
1508,176678
1509,177002
1510,177213
1511,176903
1512,176557
1513,176650
1514,176290
1515,175866
1516,175682
1517,175517
1518,175575
1519,175748
1520,175398
1521,175100
1522,174818
1523,174849
1524,174936
1525,174916
1526,174342
1527,174051
1528,174363
1529,174235
1530,173787
1531,173395
1532,173682
1533,173575
1534,173012
1535,173103
1536,172487
1537,172775
1538,172825
1539,172084
1540,171967
1541,172245
1542,171821
1543,171706
1544,171657
1545,171141
1546,171352
1547,170984
1548,170866
1549,170851
1550,170469
1551,170823
1552,170553
1553,169912
1554,169887
1555,169965
1556,169629
1557,169423
1558,169279
1559,169524
1560,168907
1561,168711
1562,168659
1563,168649
1564,167964
1565,168010
1566,167575
1567,167627
1568,167943
1569,167401
1570,167428
1571,167433
1572,167051
1573,167159
1574,166751
1575,166955
1576,166485
1577,166507
1578,166418
1579,166006
1580,165786
1581,166101
1582,165666
1583,165112
1584,164886
1585,164865
1586,164798
1587,164845
1588,164769
1589,164376
1590,164140
1591,163937
1592,163711
1593,164182
1594,163425
1595,163359
1596,163084
1597,163352
1598,163040
1599,163576
1600,10981986
1601,163007
1602,162137
1603,162542
1604,162671
1605,162678
1606,161767
1607,161980
1608,161400
1609,161361
1610,161443
1611,161039
1612,160720
1613,161538
1614,160612
1615,160535
1616,160207
1617,160107
1618,159868
1619,159640
1620,159629
1621,159250
1622,159652
1623,159378
1624,159400
1625,159058
1626,158875
1627,159060
1628,158490
1629,158421
1630,158284
1631,157880
1632,158058
1633,158081
1634,157458
1635,157226
1636,157365
1637,156993
1638,156926
1639,156970
1640,157072
1641,156198
1642,156476
1643,156391
1644,155956
1645,156379
1646,156134
1647,155674
1648,156055
1649,155767
1650,155500
1651,155210
1652,155417
1653,154713
1654,154521
1655,154901
1656,154298
1657,154558
1658,154171
1659,154333
1660,153653
1661,153735
1662,153899
1663,153580
1664,152825
1665,153617
1666,153317
1667,152747
1668,152577
1669,152937
1670,152814
1671,152555
1672,152444
1673,151775
1674,152084
1675,151784
1676,151949
1677,151007
1678,151330
1679,150831
1680,150824
1681,150815
1682,150492
1683,150432
1684,150342
1685,150428
1686,149892
1687,149847
1688,149737
1689,149486
1690,149281
1691,149368
1692,149916
1693,149004
1694,148968
1695,149165
1696,148806
1697,148481
1698,148782
1699,148418
1700,9991951
1701,148259
1702,147983
1703,147250
1704,147760
1705,147754
1706,147018
1707,147126
1708,146833
1709,146739
1710,146769
1711,146517
1712,146462
1713,146605
1714,146133
1715,146111
1716,145896
1717,145683
1718,145801
1719,145534
1720,145488
1721,145013
1722,144793
1723,144810
1724,144698
1725,144784
1726,144538
1727,144399
1728,144205
1729,144034
1730,143917
1731,143906
1732,143884
1733,143109
1734,143602
1735,143169
1736,143256
1737,142944
1738,142971
1739,142819
1740,142581
1741,142234
1742,142115
1743,142100
1744,142163
1745,141733
1746,142037
1747,141934
1748,141610
1749,141144
1750,141282
1751,141431
1752,140908
1753,140478
1754,140586
1755,140579
1756,140351
1757,140339
1758,140313
1759,139980
1760,140012
1761,140277
1762,139518
1763,139592
1764,139401
1765,139194
1766,139186
1767,138955
1768,139263
1769,138484
1770,138527
1771,138247
1772,138279
1773,138261
1774,137927
1775,138309
1776,137852
1777,137565
1778,137148
1779,137045
1780,137547
1781,136891
1782,137598
1783,136942
1784,137010
1785,136756
1786,136312
1787,136115
1788,136130
1789,136552
1790,135823
1791,135953
1792,135740
1793,135270
1794,135404
1795,135351
1796,134836
1797,135123
1798,135473
1799,135056
1800,9076347
1801,134184
1802,134597
1803,134172
1804,133750
1805,134173
1806,133982
1807,133708
1808,133549
1809,133295
1810,133014
1811,133225
1812,133203
1813,132935
1814,132969
1815,132845
1816,132618
1817,132635
1818,132439
1819,132317
1820,131692
1821,131828
1822,132249
1823,131886
1824,131344
1825,131504
1826,130866
1827,131174
1828,131417
1829,130603
1830,130718
1831,130962
1832,130590
1833,130341
1834,130312
1835,130019
1836,129961
1837,130244
1838,129663
1839,129853
1840,129674
1841,129476
1842,129384
1843,128920
1844,128783
1845,128909
1846,128700
1847,128823
1848,128379
1849,128194
1850,128322
1851,128283
1852,128276
1853,127786
1854,127824
1855,127365
1856,127666
1857,127543
1858,127601
1859,127423
1860,127136
1861,126780
1862,126916
1863,126404
1864,126007
1865,126907
1866,126514
1867,126284
1868,125888
1869,125825
1870,126219
1871,125659
1872,125964
1873,125463
1874,125396
1875,124979
1876,125115
1877,125033
1878,124823
1879,125165
1880,124538
1881,124554
1882,124256
1883,124161
1884,124274
1885,123956
1886,123766
1887,124145
1888,123588
1889,123557
1890,123622
1891,123322
1892,123028
1893,123110
1894,122858
1895,123064
1896,122719
1897,122760
1898,122516
1899,122225
1900,8231487
1901,122061
1902,121624
1903,121939
1904,121237
1905,121691
1906,121492
1907,121578
1908,121143
1909,121303
1910,121022
1911,120819
1912,120461
1913,120315
1914,120611
1915,120755
1916,120520
1917,120171
1918,120175
1919,119917
1920,119808
1921,119785
1922,119777
1923,118997
1924,119222
1925,119175
1926,118861
1927,119296
1928,119100
1929,118618
1930,118257
1931,118311
1932,118244
1933,118561
1934,118300
1935,118015
1936,118300
1937,118022
1938,117995
1939,117320
1940,117596
1941,117454
1942,117101
1943,117404
1944,116802
1945,117083
1946,116722
1947,116755
1948,116467
1949,116701
1950,116094
1951,116179
1952,116342
1953,115608
1954,115833
1955,115609
1956,115646
1957,115556
1958,115485
1959,114918
1960,115240
1961,115091
1962,114962
1963,114946
1964,114688
1965,114539
1966,114770
1967,114657
1968,114035
1969,114356
1970,114272
1971,113944
1972,113704
1973,113542
1974,113558
1975,113418
1976,113638
1977,113031
1978,113553
1979,113078
1980,113196
1981,112771
1982,112676
1983,113114
1984,112798
1985,112379
1986,112487
1987,112163
1988,112199
1989,112013
1990,111589
1991,111651
1992,111517
1993,111377
1994,111619
1995,111354
1996,111188
1997,111050
1998,110749
1999,110842
2000,7455503
2001,110614
2002,110485
2003,110626
2004,110552
2005,110235
2006,110351
2007,109953
2008,109598
2009,109462
2010,109998
2011,109851
2012,109321
2013,109543
2014,108899
2015,109486
2016,109007
2017,108972
2018,108712
2019,108343
2020,108592
2021,108544
2022,108324
2023,107781
2024,108101
2025,108117
2026,107991
2027,107740
2028,107999
2029,107499
2030,107760
2031,107319
2032,107448
2033,107325
2034,106930
2035,106764
2036,106995
2037,106693
2038,106707
2039,106605
2040,106537
2041,106185
2042,106098
2043,105994
2044,105813
2045,105872
2046,105833
2047,105599
2048,105790
2049,105506
2050,105297
2051,105369
2052,105179
2053,105092
2054,104833
2055,104683
2056,104537
2057,104552
2058,104896
2059,104141
2060,104030
2061,104332
2062,104060
2063,104184
2064,103905
2065,103925
2066,103471
2067,103816
2068,103296
2069,103497
2070,103111
2071,102839
2072,102963
2073,103239
2074,102777
2075,102693
2076,102438
2077,102649
2078,102412
2079,102324
2080,102366
2081,102163
2082,102044
2083,102215
2084,101777
2085,101625
2086,101565
2087,101559
2088,101117
2089,101348
2090,101196
2091,101200
2092,100980
2093,100764
2094,101062
2095,100855
2096,100682
2097,100571
2098,100450
2099,100220
2100,6744676
2101,99867
2102,99985
2103,99838
2104,100250
2105,99561
2106,99525
2107,99674
2108,99600
2109,99404
2110,99321
2111,99059
2112,99095
2113,98770
2114,98856
2115,98693
2116,98815
2117,98471
2118,98575
2119,98217
2120,98209
2121,98361
2122,98174
2123,97738
2124,98013
2125,97746
2126,97439
2127,97479
2128,97408
2129,97174
2130,97355
2131,96728
2132,97115
2133,96908
2134,96801
2135,96972
2136,96548
2137,96468
2138,96452
2139,95998
2140,96505
2141,96274
2142,96271
2143,96023
2144,95788
2145,95750
2146,95421
2147,95972
2148,95309
2149,95582
2150,95636
2151,94792
2152,94856
2153,94613
2154,95044
2155,94686
2156,94957
2157,94843
2158,94486
2159,94470
2160,94586
2161,94191
2162,94185
2163,94014
2164,93958
2165,93427
2166,93511
2167,93711
2168,93574
2169,93488
2170,93440
2171,93222
2172,93132
2173,93326
2174,93441
2175,92626
2176,93099
2177,92708
2178,92587
2179,92451
2180,92611
2181,92245
2182,92309
2183,91943
2184,92266
2185,91865
2186,91927
2187,91736
2188,92007
2189,91479
2190,91407
2191,91396
2192,91344
2193,91165
2194,91093
2195,90828
2196,91003
2197,90631
2198,90790
2199,90355
2200,6094399
2201,90482
2202,90554
2203,90635
2204,90397
2205,90243
2206,90073
2207,90081
2208,89737
2209,89852
2210,89556
2211,89707
2212,89578
2213,89503
2214,89324
2215,89190
2216,88893
2217,89112
2218,88824
2219,88953
2220,88974
2221,88986
2222,88620
2223,88747
2224,88291
2225,88339
2226,88183
2227,88190
2228,87939
2229,88064
2230,87947
2231,87735
2232,87546
2233,87850
2234,87530
2235,87502
2236,87285
2237,87240
2238,86994
2239,86863
2240,86863
2241,87081
2242,86682
2243,86790
2244,87087
2245,86464
2246,86207
2247,86374
2248,85926
2249,86158
2250,86006
2251,86047
2252,86007
2253,85805
2254,85669
2255,85862
2256,85575
2257,85731
2258,85049
2259,85383
2260,85234
2261,85305
2262,84973
2263,84938
2264,85191
2265,84709
2266,84916
2267,84632
2268,84663
2269,84577
2270,84493
2271,84452
2272,84692
2273,84241
2274,84101
2275,84229
2276,84079
2277,83614
2278,84035
2279,83703
2280,83419
2281,83183
2282,83820
2283,83394
2284,83347
2285,83334
2286,83255
2287,83161
2288,82817
2289,82742
2290,82950
2291,82594
2292,82610
2293,82110
2294,82489
2295,82430
2296,82174
2297,82008
2298,81617
2299,81769
2300,5501885
2301,81921
2302,81652
2303,81861
2304,81457
2305,81299
2306,81283
2307,81417
2308,81222
2309,81428
2310,80855
2311,80986
2312,80849
2313,80851
2314,80797
2315,80646
2316,80251
2317,80305
2318,80361
2319,80278
2320,80339
2321,80335
2322,79893
2323,80082
2324,80178
2325,80003
2326,79903
2327,79740
2328,79491
2329,79351
2330,79419
2331,79409
2332,79362
2333,79060
2334,79010
2335,78903
2336,79082
2337,78883
2338,78474
2339,78650
2340,78464
2341,78502
2342,78627
2343,78243
2344,78275
2345,77897
2346,78037
2347,78184
2348,77960
2349,77753
2350,77718
2351,77592
2352,77684
2353,77626
2354,77303
2355,77604
2356,77248
2357,77046
2358,77554
2359,76867
2360,76714
2361,76865
2362,76976
2363,76611
2364,76797
2365,76792
2366,76754
2367,76372
2368,76595
2369,76328
2370,76440
2371,75989
2372,75851
2373,75939
2374,76107
2375,75932
2376,75862
2377,75707
2378,75810
2379,75682
2380,75788
2381,75117
2382,75376
2383,75321
2384,75034
2385,75205
2386,75114
2387,74803
2388,74478
2389,74866
2390,74463
2391,74714
2392,74402
2393,74212
2394,74134
2395,74364
2396,74375
2397,74281
2398,74194
2399,73954
2400,4962446
2401,74047
2402,73533
2403,73704
2404,73524
2405,73431
2406,73364
2407,73394
2408,73373
2409,73385
2410,72668
2411,72788
2412,72783
2413,72810
2414,72789
2415,72778
2416,72733
2417,72533
2418,72805
2419,72389
2420,72644
2421,72314
2422,72256
2423,71973
2424,72033
2425,72142
2426,71885
2427,71682
2428,71744
2429,71710
2430,71728
2431,71679
2432,71534
2433,71374
2434,71576
2435,71365
2436,71463
2437,71010
2438,71224
2439,70694
2440,70681
2441,70711
2442,70887
2443,70940
2444,70630
2445,70643
2446,70554
2447,70381
2448,70278
2449,70202
2450,70177
2451,70012
2452,69611
2453,70060
2454,69800
2455,69782
2456,69793
2457,69912
2458,69488
2459,69701
2460,69415
2461,69315
2462,69330
2463,69258
2464,69394
2465,69238
2466,69063
2467,68892
2468,68874
2469,68865
2470,68817
2471,68708
2472,68760
2473,68396
2474,68623
2475,68636
2476,68387
2477,68431
2478,68359
2479,67928
2480,67983
2481,68027
2482,67925
2483,67949
2484,67437
2485,67497
2486,67470
2487,67864
2488,67466
2489,67180
2490,67254
2491,67518
2492,67135
2493,67143
2494,67304
2495,67268
2496,67026
2497,66954
2498,66764
2499,66839
2500,4472188
2501,66825
2502,66230
2503,66639
2504,66450
2505,66424
2506,66303
2507,66183
2508,66126
2509,66216
2510,66167
2511,65853
2512,65813
2513,65940
2514,65753
2515,65534
2516,65396
2517,65486
2518,65450
2519,65495
2520,65158
2521,65318
2522,65175
2523,65153
2524,65135
2525,64879
2526,64770
2527,64602
2528,64744
2529,64671
2530,64889
2531,64485
2532,64527
2533,64510
2534,64279
2535,64207
2536,64340
2537,64351
2538,64110
2539,63918
2540,63888
2541,63851
2542,63890
2543,63991
2544,63818
2545,63589
2546,63488
2547,63432
2548,63572
2549,63187
2550,63285
2551,63200
2552,63339
2553,63183
2554,62829
2555,63123
2556,62950
2557,62633
2558,62717
2559,62902
2560,62391
2561,62595
2562,62734
2563,62254
2564,62313
2565,62383
2566,62273
2567,62275
2568,62040
2569,61937
2570,61937
2571,61965
2572,61843
2573,61649
